song_id,quadrant,valence,arousal,mood_all,mood_all_weights,genre,genre_weights,theme,theme_weights,style,style_weights,top_k_mood,top_k_genre,top_k_theme,top_k_style,theme_label
MT0032048707,Q4,0.71,0.26125,"Delicate,Ethereal,Gentle,Laid-Back/Mellow,Poignant,Precious,Reflective,Smooth,Soft/Quiet,Soothing,Sweet,Wistful","9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Comfort,Feeling Blue,Heartache,Introspection,Rainy Day,Solitude","9,9,9,9,9,9","British Invasion,Contemporary Pop/Rock,Early Pop/Rock,Singer/Songwriter","9,9,9,9","delicate,ethereal,gentle,laid-back/mellow,poignant,precious,reflective,smooth,soft/quiet,soothing,sweet,wistful",pop/rock,"comfort,feeling blue,heartache,introspection,rainy day,solitude","british invasion,contemporary pop/rock,early pop/rock,singer/songwriter","T4,T5"
MT0032050779,Q2,0.296875,0.53375,"Aggressive,Angry,Bitter,Cynical/Sarcastic,Fiery,Hostile,Menacing,Nihilistic,Paranoid,Rebellious,Uncompromising,Visceral,Volatile","3,4,4,6,7,7,8,8,8,8,8,8,9",Pop/Rock,8,Guys Night Out,9,"Heavy Metal,Speed/Thrash Metal","8,8",volatile,pop/rock,guys night out,"heavy metal,speed/thrash metal",T2
MT0032060949,Q4,0.708125,0.239375,"Earnest,Earthy,Elegant,Freewheeling,Gentle,Intimate,Laid-Back/Mellow,Literate,Pastoral,Refined,Reflective,Relaxed,Reserved,Self-Conscious,Sentimental,Smooth,Soft/Quiet,Soothing,Sophisticated,Warm,Wistful","5,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,8,9,9,9,9","Country,R&B","5,9","Introspection,Reflection,Reminiscing","9,9,9","Country-Pop,Country Soul,Nashville Sound/Countrypolitan,Progressive Country,Soul","4,5,5,7,9","soothing,sophisticated,warm,wistful",r&b,"introspection,reflection,reminiscing",soul,"T1,T5"
MT0032061091,Q1,0.825,0.6243749999999999,"Celebratory, Cheerful, Energetic, Exciting, Freewheeling, Fun, Innocent, Lively, Playful, Rollicking, Rousing","8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9",Pop/Rock,9,"Cool & Cocky, Guys Night Out, Hanging Out, Heartache, Partying","9, 9, 9, 9, 9","Rock & Roll, Rockabilly","9, 9","energetic,exciting,freewheeling,fun,innocent,lively,playful,rollicking,rousing",pop/rock,"cool & cocky,guys night out,hanging out,heartache,partying","rock & roll,rockabilly","T2,T5"
MT0032061241,Q1,0.875,0.63125,"Boisterous,Carefree,Cheerful,Confident,Energetic,Exciting,Exuberant,Freewheeling,Fun,Happy,Lively,Playful,Rousing,Warm","6,7,7,7,7,7,7,7,8,8,8,9,9,9",Jazz,9,"Dinner Ambiance,Freedom,Motivation,Small Gathering","9,9,9,9","Dixieland,Swing","8,9","playful,rousing,warm",jazz,"dinner ambiance,freedom,motivation,small gathering",swing,"T2,T6"
MT0032093528,Q4,0.678125,0.239375,"Bittersweet,Delicate,Dreamy,Elegant,Gentle,Intimate,Laid-Back/Mellow,Poignant,Refined,Relaxed,Reserved,Romantic,Sensual,Sentimental,Soft/Quiet,Soothing,Sparse,Warm","6,6,6,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9","Jazz,Vocal","9,9","Affection/Fondness,Comfort,Dinner Ambiance,Late Night,Relaxation,Romantic Evening","8,8,9,9,9,9","American Popular Song,Vocal Jazz","9,9","soothing,sparse,warm","jazz,vocal","dinner ambiance,late night,relaxation,romantic evening","american popular song,vocal jazz","T4,T5,T6"
MT0032157716,Q2,0.328125,0.5462499999999999,"Brash,Dramatic,Hedonistic,Hostile,Intense,Irreverent,Malevolent,Rambunctious,Rebellious,Rollicking,Street-Smart,Swaggering,Tense/Anxious,Uncompromising,Unsettling,Volatile","7,7,7,8,8,8,8,8,8,8,9,9,9,9,9,9",Rap,9,"Guys Night Out,Hanging Out,Mischievous","9,9,9","Gangsta Rap,Golden Age,Hardcore Rap,Southern Rap","9,9,9,9","street-smart,swaggering,tense/anxious,uncompromising,unsettling,volatile",rap,"guys night out,hanging out,mischievous","gangsta rap,golden age,hardcore rap,southern rap",T2
MT0032181833,Q1,0.55875,0.6125,"Boisterous,Bravado,Confident,Freewheeling,Provocative,Quirky,Rousing,Sexy,Sleazy,Street-Smart,Stylish","7,7,7,7,7,7,7,7,7,7,7","Pop/Rock,Rap,Reggae","10,10,7","Club,Cool & Cocky,Guys Night Out,Late Night,Mischievous,Partying,Playful","7,7,7,7,7,7,7","Contemporary Reggae,Dub,Funk","5,7,7","boisterous,bravado,confident,freewheeling,provocative,quirky,rousing,sexy,sleazy,street-smart,stylish","pop/rock,rap","club,cool & cocky,guys night out,late night,mischievous,partying,playful","dub,funk","T2,T5"
MT0032297238,Q2,0.35,0.58125,"Aggressive,Angry,Angst-Ridden,Confrontational,Fierce,Gritty,Gutsy,Hostile,Intense,Outraged,Rebellious,Rousing,Rowdy,Street-Smart,Tense/Anxious,Urgent,Visceral,Volatile","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Empowering,Freedom,Guys Night Out,Mischievous,Revolutionary","7,7,7,9,9,9","British Punk,Oi!,Punk,Punk/New Wave","8,9,9,9","aggressive,angry,angst-ridden,confrontational,fierce,gritty,gutsy,hostile,intense,outraged,rebellious,rousing,rowdy,street-smart,tense/anxious,urgent,visceral,volatile",pop/rock,"guys night out,mischievous,revolutionary","oi!,punk,punk/new wave",T2
MT0032332758,Q1,0.705,0.725,"Boisterous,Celebratory,Energetic,Exuberant,Fun,Rousing,Sexual,Sexy,Sleazy,Stylish","7,7,7,7,7,7,7,7,7,7",Pop/Rock,9,"Club,Girls Night Out,Guys Night Out,Partying,Pool Party,TGIF","7,7,7,7,7,7","Contemporary Pop/Rock,Dance-Pop,Euro-Pop,Pop Idol,Teen Pop","5,7,7,9,9","boisterous,celebratory,energetic,exuberant,fun,rousing,sexual,sexy,sleazy,stylish",pop/rock,"club,girls night out,guys night out,partying,pool party,tgif","pop idol,teen pop",T2
MT0032628164,Q4,0.5787500000000001,0.35875,"Ambitious,Amiable/Good-Natured,Delicate,Detached,Earnest,Gentle,Innocent,Laid-Back/Mellow,Naive,Organic,Playful,Precious,Quirky,Restrained,Reverent,Self-Conscious,Soothing,Spiritual,Sweet,Uplifting,Warm,Whimsical,Wistful","4,4,5,5,5,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,9,9,9","Folk,Pop/Rock","7,9","Christmas Party,Holidays","9,9","Alternative/Indie Rock,Chamber Pop,Indie Pop,Progressive Folk","7,7,9,9","warm,whimsical,wistful",pop/rock,"christmas party,holidays","indie pop,progressive folk",T4
MT0032651589,Q2,0.35,0.57875,"Brash,Confident,Confrontational,Dramatic,Harsh,Hedonistic,Intense,Passionate,Rebellious,Tense/Anxious,Thuggish,Uncompromising,Urgent","7,7,8,8,9,9,9,9,9,9,9,9,9",Rap,9,"Cool & Cocky,Freedom,Mischievous,Motivation","7,9,9,9","East Coast Rap,Gangsta Rap,Hardcore Rap","9,9,9","harsh,hedonistic,intense,passionate,rebellious,tense/anxious,thuggish,uncompromising,urgent",rap,"freedom,mischievous,motivation","east coast rap,gangsta rap,hardcore rap",T2
MT0032665811,Q2,0.27125,0.5449999999999999,"Aggressive,Angry,Brash,Cathartic,Energetic,Fiery,Harsh,Intense,Manic,Menacing,Ominous,Paranoid,Rollicking,Tense/Anxious,Volatile","5,5,6,6,6,6,6,7,7,7,7,7,7,7,8",Pop/Rock,8,Night Driving,7,Heavy Metal,8,volatile,pop/rock,night driving,heavy metal,T2
MT0032682675,Q4,0.7125,0.36,"Amiable/Good-Natured,Confident,Earnest,Gentle,Innocent,Intimate,Organic,Reflective,Reverent,Self-Conscious,Soothing,Spiritual,Warm","4,5,6,6,6,7,7,7,8,8,8,9,9",Pop/Rock,9,"Comfort,Freedom,Reflection,Relaxation","9,9,9,9","Album Rock,Contemporary Pop/Rock,Rock & Roll,Singer/Songwriter","5,6,7,9","spiritual,warm",pop/rock,"comfort,freedom,reflection,relaxation",singer/songwriter,"T2,T4,T5"
MT0032698237,Q4,0.68375,0.33,"Boisterous,Bright,Delicate,Light,Lively,Precious,Sentimental,Soothing,Sparkling,Wintry","6,6,6,7,7,7,7,8,8,8","Holiday,New Age","5,8","Christmas Party,Reminiscing,Winter","7,7,7","Adult Alternative,Christmas,Contemporary Instrumental","5,8,8","soothing,sparkling,wintry",new age,"christmas party,reminiscing,winter","christmas,contemporary instrumental","T1,T4"
MT0032701682,Q1,0.68375,0.60375,"Brash,Bright,Celebratory,Confident,Energetic,Fiery,Fun,Intense,Lively,Playful,Provocative,Rousing,Sexual,Sexy,Slick,Sparkling,Stylish,Urgent,Yearning","3,6,7,7,7,7,7,7,8,8,8,8,9,9,9,9,9,9,9","Electronic,Pop/Rock","9,9","Celebration,Club,Cool & Cocky,Girls Night Out,In Love,Partying,Playful,Seduction,Sex,Summer,TGIF","9,9,9,9,9,9,9,9,9,9,9","Club/Dance,Contemporary Pop/Rock,Dance-Pop","9,9,9","sexual,sexy,slick,sparkling,stylish,urgent,yearning","electronic,pop/rock","celebration,club,cool & cocky,girls night out,in love,partying,playful,seduction,sex,summer,tgif","club/dance,contemporary pop/rock,dance-pop","T2,T4,T6"
MT0032723940,Q4,0.75625,0.27125,"Dramatic,Earnest,Gentle,Lush,Passionate,Reflective,Romantic,Sensual,Sentimental,Smooth,Soft/Quiet,Soothing,Theatrical,Wistful,Yearning","5,5,5,5,7,7,8,8,8,8,8,8,9,9,9",R&B,8,"Affection/Fondness,Comfort,Dinner Ambiance,Feeling Blue,Heartache,In Love,Introspection,Late Night,Long Walk,Loss/Grief,New Love,Rainy Day,Reflection,Reminiscing,Romantic Evening,Slow Dance,Solitude,Stay in Bed","5,5,5,6,6,6,6,6,7,7,7,7,7,8,8,8,8,9","Quiet Storm,Smooth Soul,Soul,Urban","5,8,8,8","theatrical,wistful,yearning",r&b,stay in bed,"smooth soul,soul,urban",T4
MT0032757175,Q3,0.20875,0.38125,"Lonely,Sad,Serious,Yearning","5,5,5,5","Country,Pop/Rock","5,5","Disappointment,Goodbyes,Jealousy,Loneliness,Pain,Separation","5,5,5,5,5,5","Adult Contemporary,Country-Pop,Singer/Songwriter","5,5,5","lonely,sad,serious,yearning","country,pop/rock","disappointment,goodbyes,jealousy,loneliness,pain,separation","adult contemporary,country-pop,singer/songwriter","T1,T5"
MT0032760813,Q4,0.6975,0.341875,"Bittersweet,Gentle,Intimate,Laid-Back/Mellow,Lush,Poignant,Reflective,Romantic,Sentimental,Warm,Wistful","5,7,7,7,8,8,8,8,9,9,9","Pop/Rock,R&B","4,7","At the Office,Breakup,Comfort,Day Driving,Heartache,Rainy Day,Reflection,Regret","5,9,9,9,9,9,9,9","Album Rock,Blue-Eyed Soul,Contemporary Pop/Rock,Soul","4,4,7,7","sentimental,warm,wistful",r&b,"breakup,comfort,day driving,heartache,rainy day,reflection,regret","contemporary pop/rock,soul","T2,T4,T5"
MT0032768117,Q4,0.7775,0.3924999999999999,"Ambitious,Confident,Earnest,Hypnotic,Intimate,Passionate,Poignant,Romantic,Sensual,Smooth,Sweet,Warm,Wistful","6,6,6,6,6,7,7,7,7,7,7,7,8",Reggae,7,"In Love,New Love,Romantic Evening","7,7,8",Lovers Rock,7,wistful,reggae,romantic evening,lovers rock,T6
MT0032768122,Q1,0.78125,0.58125,"Boisterous,Carefree,Cheerful,Confident,Elegant,Energetic,Exuberant,Freewheeling,Fun,Joyous,Lively,Playful,Rousing,Sophisticated,Stylish,Whimsical,Witty","6,7,7,7,7,7,7,7,7,7,8,8,8,8,9,9,9",Jazz,9,"Picnic,Small Gathering","7,9","Vocal Jazz,Vocalese","8,9","stylish,whimsical,witty",jazz,small gathering,vocalese,T2
MT0032778604,Q4,0.5525,0.358125,"Bittersweet,Brooding,Delicate,Dreamy,Earthy,Ethereal,Hypnotic,Nocturnal,Organic","5,6,6,7,7,7,8,8,8",Reggae,8,"In Love,Late Night","5,5","Dub,Lovers Rock,Roots Reggae,Smooth Reggae","6,8,8,8","hypnotic,nocturnal,organic",reggae,"in love,late night","lovers rock,roots reggae,smooth reggae","T5,T6"
MT0032782452,Q1,0.64625,0.596875,"Boisterous,Brash,Celebratory,Confident,Dramatic,Energetic,Fiery,Freewheeling,Provocative,Rousing,Sexual,Warm,Witty","6,6,7,7,7,7,7,8,8,8,9,9,9",Rap,9,"Freedom,Motivation","7,8","Alternative Rap,East Coast Rap,Jazz-Rap","9,9,9","sexual,warm,witty",rap,motivation,"alternative rap,east coast rap,jazz-rap",T2
MT0032892262,Q1,0.8,0.66875,"Brash,Confident,Hypnotic,Lively,Passionate,Sensual,Sexy,Slick,Street-Smart,Stylish,Yearning","6,6,6,6,7,7,7,7,7,8,8","Pop/Rock,R&B,Reggae","5,9,9","Girls Night Out,Seduction,Sex","5,8,8","Dance-Pop,Reggae-Pop,Urban","5,9,9","stylish,yearning","r&b,reggae","seduction,sex","reggae-pop,urban",T6
MT0032957418,Q2,0.30625,0.51125,"Aggressive,Bravado,Cold,Confident,Confrontational,Intense,Menacing,Nocturnal,Paranoid,Rambunctious,Street-Smart,Uncompromising,Volatile","6,7,7,7,7,7,7,7,7,7,7,8,8",Rap,9,"Late Night,Motivation,Revolutionary","7,7,7","East Coast Rap,Hardcore Rap","9,9","uncompromising,volatile",rap,"late night,motivation,revolutionary","east coast rap,hardcore rap","T2,T5"
MT0033061162,Q4,0.71,0.42125,"Bright,Cheerful,Light,Literate,Lively,Nostalgic,Precious,Quirky,Rollicking,Rousing,Springlike,Whimsical,Witty,Wry,Yearning","6,7,9,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Day Driving,Hanging Out,Playful,The Great Outdoors","9,9,9,9","British Invasion,Contemporary Pop/Rock","9,9","light,literate,lively,nostalgic,precious,quirky,rollicking,rousing,springlike,whimsical,witty,wry,yearning",pop/rock,"day driving,hanging out,playful,the great outdoors","british invasion,contemporary pop/rock",T2
MT0033097471,Q2,0.3556249999999999,0.579375,"Aggressive,Brash,Confident,Dramatic,Fiery,Harsh,Intense,Menacing,Passionate,Rebellious,Tense/Anxious,Thuggish,Uncompromising,Urgent,Volatile","7,7,7,7,8,8,9,9,9,9,9,9,9,9,9",Rap,9,"Cool & Cocky,Freedom,Motivation","9,9,9","East Coast Rap,Gangsta Rap,Hardcore Rap","9,9,9","intense,menacing,passionate,rebellious,tense/anxious,thuggish,uncompromising,urgent,volatile",rap,"cool & cocky,freedom,motivation","east coast rap,gangsta rap,hardcore rap",T2
MT0033126079,Q3,0.32875,0.325,"Autumnal,Bitter,Bleak,Cerebral,Detached,Druggy,Enigmatic,Hypnotic,Lazy,Literate,Meandering,Restrained,Snide,Sprawling,Trippy,Weary","5,5,5,5,6,6,6,6,6,7,7,7,7,7,7,7",Pop/Rock,7,"Hanging Out,Maverick,The Creative Side","7,7,7","Alternative Pop/Rock,Alternative/Indie Rock,College Rock,Indie Rock","6,7,7,7","literate,meandering,restrained,snide,sprawling,trippy,weary",pop/rock,"hanging out,maverick,the creative side","alternative/indie rock,college rock,indie rock",T2
MT0033155511,Q2,0.39875,0.58,"Aggressive,Brash,Detached,Gritty,Intense,Menacing,Outrageous,Rousing,Rowdy,Sexual,Sleazy","3,5,5,6,6,6,7,7,8,8,9","Electronic,Pop/Rock","8,8",Seduction,8,"Alternative/Indie Rock,Industrial,Industrial Dance","8,8,8",sleazy,"electronic,pop/rock",seduction,"alternative/indie rock,industrial,industrial dance",T6
MT0033159895,Q3,0.296875,0.378125,"Angst-Ridden,Bittersweet,Brooding,Detached,Dramatic,Earnest,Earthy,Gentle,Greasy,Intimate,Lazy,Melancholy,Poignant,Reflective,Reserved,Rustic,Searching,Sentimental,Tense/Anxious,Weary,Yearning","5,5,5,5,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,9",Country,9,"Feeling Blue,Reflection,Solitude","9,9,9","Country-Folk,Nashville Sound/Countrypolitan,Progressive Country,Traditional Country","4,5,6,9","sentimental,tense/anxious,weary,yearning",country,"feeling blue,reflection,solitude",traditional country,T5
MT0033177286,Q3,0.32875,0.4549999999999999,"Acerbic,Bitter,Brittle,Cynical/Sarcastic,Lively,Plaintive,Rambunctious,Snide","5,5,6,6,6,7,7,7",Reggae,9,"Breakup,D-I-V-O-R-C-E,Heartache","5,6,7",Dancehall,9,"plaintive,rambunctious,snide",reggae,heartache,dancehall,T5
MT0033226848,Q3,0.26875,0.31125,"Brooding,Gloomy,Mystical,Quirky,Sad,Yearning","5,5,5,5,7,7",Electronic,7,"Awareness,Despair,Fantasy,Feeling Blue","5,5,5,5",Trip-Hop,7,"sad,yearning",electronic,"awareness,despair,fantasy,feeling blue",trip-hop,"T1,T3,T5"
MT0033252621,Q2,0.3556249999999999,0.585,"Acerbic,Angry,Brash,Confident,Confrontational,Dramatic,Hostile,Intense,Menacing,Ominous,Outraged,Poignant,Provocative,Rebellious,Street-Smart,Swaggering,Tense/Anxious,Uncompromising,Urgent","7,7,7,7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9",Rap,9,"Empowering,Motivation,Night Driving,Politics/Society,Revolutionary","9,9,9,9,9","Golden Age,Hardcore Rap,Political Rap,West Coast Rap","9,9,9,9","menacing,ominous,outraged,poignant,provocative,rebellious,street-smart,swaggering,tense/anxious,uncompromising,urgent",rap,"empowering,motivation,night driving,politics/society,revolutionary","golden age,hardcore rap,political rap,west coast rap","T2,T3"
MT0033258989,Q4,0.74,0.3931249999999999,"Bright,Carefree,Delicate,Dramatic,Dreamy,Elegant,Gentle,Light,Lively,Refined,Relaxed,Slick,Smooth,Stylish,Sweet,Warm","7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9",R&B,9,"In Love,New Love,Romantic Evening,Seduction","7,9,9,9",Urban,9,"delicate,dramatic,dreamy,elegant,gentle,light,lively,refined,relaxed,slick,smooth,stylish,sweet,warm",r&b,"new love,romantic evening,seduction",urban,T6
MT0033262547,Q4,0.7112499999999999,0.284375,"Amiable/Good-Natured,Carefree,Gentle,Innocent,Laid-Back/Mellow,Light,Reflective,Relaxed,Searching,Sentimental,Wistful,Yearning","9,9,9,9,9,9,9,9,9,9,9,9","Country,Pop/Rock","9,9","Affection/Fondness,Comfort,Reminiscing,Road Trip","9,9,9,9","Country-Folk,Country-Pop,Folk-Rock,Psychedelic/Garage,Singer/Songwriter,Soft Rock","9,9,9,9,9,9","amiable/good-natured,carefree,gentle,innocent,laid-back/mellow,light,reflective,relaxed,searching,sentimental,wistful,yearning","country,pop/rock","affection/fondness,comfort,reminiscing,road trip","country-folk,country-pop,folk-rock,psychedelic/garage,singer/songwriter,soft rock","T1,T2,T4,T6"
MT0033287096,Q2,0.305,0.5875,"Aggressive,Angry,Cathartic,Confrontational,Fierce,Harsh,Intense,Irreverent,Menacing,Provocative,Rebellious,Street-Smart,Uncompromising,Urgent","5,6,6,6,7,7,7,8,8,8,9,9,9,9",Pop/Rock,9,"Freedom,Guys Night Out,Mischievous,Revolutionary","9,9,9,9","Hardcore Punk,Punk/New Wave","9,9","rebellious,street-smart,uncompromising,urgent",pop/rock,"freedom,guys night out,mischievous,revolutionary","hardcore punk,punk/new wave",T2
MT0033293296,Q1,0.80625,0.61125,"Bright,Celebratory,Cheerful,Exciting,Freewheeling,Fun,Irreverent,Joyous,Lively,Playful,Rollicking,Rousing,Summery,Swaggering,Witty","6,7,7,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"At the Beach,Cool & Cocky,Day Driving,Drinking,Guys Night Out,Hanging Out,Night Driving,Partying,Playful,Road Trip,Summer,TGIF","9,9,9,9,9,9,9,9,9,9,9,9","Contemporary Pop/Rock,Country-Rock,Pub Rock,Rock & Roll,Roots Rock,Singer/Songwriter","5,9,9,9,9,9","exciting,freewheeling,fun,irreverent,joyous,lively,playful,rollicking,rousing,summery,swaggering,witty",pop/rock,"at the beach,cool & cocky,day driving,drinking,guys night out,hanging out,night driving,partying,playful,road trip,summer,tgif","country-rock,pub rock,rock & roll,roots rock,singer/songwriter",T2
MT0033317646,Q3,0.26875,0.4599999999999999,"Angst-Ridden,Anguished/Distraught,Bleak,Brooding,Cathartic,Dramatic,Earnest,Gloomy,Indulgent,Melancholy,Plaintive,Poignant,Refined,Reflective,Sad,Searching,Theatrical,Warm","5,5,6,6,6,6,6,6,6,7,7,7,8,8,8,9,9,9",Latin,8,"Feeling Blue,Heartache,Introspection,Loss/Grief,Reflection,Regret,Solitude","6,6,6,7,7,9,9","Latin Pop,Mexican Traditions,Ranchera","7,8,8","searching,theatrical,warm",latin,"regret,solitude","mexican traditions,ranchera",T5
MT0033319941,Q3,0.28125,0.2375,"Atmospheric,Calm/Peaceful,Dreamy,Gentle,Intimate,Laid-Back/Mellow,Lazy,Organic,Plaintive,Reflective,Relaxed,Reserved,Searching,Sentimental,Soothing,Sophisticated,Warm,Weary,Wistful,Yearning","7,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9","Folk,Pop/Rock","7,9","Feeling Blue,Introspection,Rainy Day,Reflection,Relaxation,Stay in Bed","8,8,8,8,8,8","Alternative Country-Rock,Alternative Pop/Rock,Alternative/Indie Rock,Contemporary Folk,Folk-Pop,Indie Rock","6,6,7,7,7,9","plaintive,reflective,relaxed,reserved,searching,sentimental,soothing,sophisticated,warm,weary,wistful,yearning",pop/rock,"feeling blue,introspection,rainy day,reflection,relaxation,stay in bed",indie rock,"T4,T5"
MT0033345959,Q3,0.275,0.300625,"Autumnal,Bitter,Cathartic,Elegant,Gloomy,Intimate,Melancholy,Plaintive,Sad,Smooth,Warm,Weary","6,6,7,7,7,7,8,8,9,9,9,9","Jazz,Vocal","9,9",Late Night,9,"American Popular Song,Big Band,Sweet Bands,Swing,Torch Songs,Traditional Pop,Vocal Pop","6,7,7,7,8,9,9","sad,smooth,warm,weary","jazz,vocal",late night,"traditional pop,vocal pop",T5
MT0033376569,Q4,0.6025,0.36,"Amiable/Good-Natured,Calm/Peaceful,Confident,Earnest,Effervescent,Hypnotic,Relaxed,Reverent,Romantic,Spiritual,Sweet","6,6,7,7,7,7,7,7,8,8,8","International,Reggae","5,8","Affection/Fondness,Comfort,Day Driving,In Love","7,7,7,8","Contemporary Reggae,Jewish Music","5,8","romantic,spiritual,sweet",reggae,in love,jewish music,T6
MT0033380436,Q4,0.69375,0.34125,"Atmospheric,Calm/Peaceful,Dreamy,Ethereal,Gentle,Hypnotic,Laid-Back/Mellow,Light,Refined,Relaxed,Reserved,Smooth,Soothing,Sparse,Spiritual","7,7,8,8,8,8,8,8,8,8,8,8,8,8,8","Comedy/Spoken,Electronic,New Age","7,8,9","Background Music,Comfort,Introspection,Meditation,Reflection,Relaxation,Solitude,Stay in Bed,Sweet Dreams","4,5,8,8,8,8,8,9,9","Ambient,Healing,Meditation/Relaxation,Relaxation,Self-Help & Development,Spiritual,Spoken Word","7,8,8,8,8,8,9","dreamy,ethereal,gentle,hypnotic,laid-back/mellow,light,refined,relaxed,reserved,smooth,soothing,sparse,spiritual",new age,"stay in bed,sweet dreams",spoken word,T4
MT0033381821,Q1,0.765,0.6375,"Bravado,Dramatic,Energetic,Fun,Lively,Playful,Quirky,Summery","5,5,7,7,7,7,8,9",Pop/Rock,9,"Day Driving,Hanging Out,Partying,Road Trip,Summer","6,7,7,9,9","Hot Rod,Rock & Roll","5,9",summery,pop/rock,"road trip,summer",rock & roll,T2
MT0033388898,Q1,0.685,0.57125,"Amiable/Good-Natured,Earnest,Elegant,Gutsy,Lush,Passionate,Romantic,Rousing,Sensual,Sentimental,Sexy,Soothing,Stylish,Yearning","4,7,7,7,7,7,7,8,8,8,8,9,9,9","Pop/Rock,R&B","7,9","Affection/Fondness,Affirmation,At the Office,Victory,Wedding","4,8,9,9,9","Adult Contemporary,Quiet Storm,Soft Rock,Urban","6,7,9,9","soothing,stylish,yearning",r&b,"at the office,victory,wedding","soft rock,urban","T2,T4,T6"
MT0033389924,Q3,0.3,0.3075,"Detached,Dramatic,Earnest,Earthy,Gentle,Gloomy,Intimate,Lazy,Melancholy,Nocturnal,Plaintive,Refined,Reflective,Relaxed,Reserved,Rustic,Sentimental,Smooth,Soft/Quiet,Somber,Street-Smart,Warm,Weary,Yearning","5,5,6,6,6,6,7,7,7,7,7,7,8,8,8,8,8,8,8,9,9,9,9,9",Country,9,"Drinking,Feeling Blue,Late Night,Reflection","9,9,9,9","Contemporary Country,New Traditionalist","5,9","somber,street-smart,warm,weary,yearning",country,"drinking,feeling blue,late night,reflection",new traditionalist,"T2,T5"
MT0033391280,Q4,0.69375,0.315,"Atmospheric,Calm/Peaceful,Delicate,Dreamy,Ethereal,Gentle,Intimate,Laid-Back/Mellow,Light,Refined,Relaxed,Reserved,Smooth,Soothing,Sparkling,Sparse,Spiritual","7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8","Comedy/Spoken,Electronic,New Age","7,8,9","Background Music,Comfort,Introspection,Meditation,Reflection,Relaxation,Solitude,Stay in Bed,Sweet Dreams","4,5,8,8,8,8,8,9,9","Ambient,Contemporary Instrumental,Healing,Meditation/Relaxation,Relaxation,Self-Help & Development,Spiritual,Spoken Word","7,7,8,8,8,8,8,9","dreamy,ethereal,gentle,intimate,laid-back/mellow,light,refined,relaxed,reserved,smooth,soothing,sparkling,sparse,spiritual",new age,"stay in bed,sweet dreams",spoken word,T4
